GeneSymbol	altName	NCBI_Accession	Chr	Start	End	Zma_alias	Zma_fullname	Zma_description	Ara_ortholog	Ara_alias	Annotation	TF	EC	KO	GO
GRMZM2G069542	pep2	NP_001105503	Chr5	144,847,481	144,855,080	pep2	phosphoenolpyruvate carboxylase2	phosphoenolpyruvate carboxylase 	AT3G14940	ATPPC3,PPC3	phosphoenolpyruvate carboxylase 3	-	4.1.1.31	K01595	GO:GO:0015977,GO:GO:0008964,GO:GO:0006099
GRMZM2G168590	GRMZM2G168590	NP_001144962	-	-	-	-	-	hypothetical protein LOC100278105 	AT1G22630			-			
GRMZM2G347836	GRMZM2G347836	-	-	-	-	-	-	-	AT5G66450		Phosphatidic acid phosphatase (PAP2) family protein	-	3.1.3.4		
GRMZM2G036206	GRMZM2G036206	NP_001159311	-	-	-	-	-	hypothetical protein LOC100304403 	AT5G23490			-			
GRMZM2G004040	FTSH11(Ara)	-	-	-	-	-	-	-	AT5G53170	FTSH11	FTSH protease 11	-		K08955	GO:GO:0016887,GO:GO:0005524,GO:GO:0006508,GO:GO:0004222
GRMZM2G168898	hb2	NP_001105819	Chr6	159,342,531	159,343,955	hb2	hemoglobin2	hemoglobin 2 	AT2G16060	AHB1,ARATH GLB1,ATGLB1,GLB1,HB1,NSHB1	hemoglobin 1	-			GO:GO:0020037,GO:GO:0019825
GRMZM2G139550	GRMZM2G139550	NP_001131550	-	-	-	-	-	hypothetical protein LOC100192890 	AT1G12230		Aldolase superfamily protein	-	2.2.1.2		GO:GO:0005975
GRMZM2G131525	ATSYP111,KN,SYP111(Ara)	NP_001149999	-	-	-	-	-	syntaxin-related protein KNOLLE 	AT1G08560	ATSYP111,KN,SYP111	syntaxin  of plants 111	-			GO:GO:0005515,GO:GO:0055114,GO:GO:0020037,GO:GO:0006979,GO:GO:0004601,GO:GO:0016020
GRMZM2G040587	GRMZM2G040587	NP_001146932	-	-	-	-	-	mitochondrial import inner membrane translocase subunit TIM14 	AT2G35795		Chaperone DnaJ-domain superfamily protein	-		K09539	
AC209626.2_FG013	ATDUF3,ATUROS,DUF3,HEMD,UROS(Ara)	-	-	-	-	-	-	-	AT2G26540	ATDUF3,ATUROS,DUF3,HEMD,UROS	uroporphyrinogen-III synthase family protein	-	4.2.1.75		GO:GO:0033014,GO:GO:0004852
GRMZM2G126988	pzb00869	NP_001108120	Chr5	33,070,313	33,085,769	pzb00869		starch synthase IIc precursor 	AT3G01180	AtSS2,SS2	starch synthase 2	-	2.4.1.21	K00703	
GRMZM2G006661	WIT1(Ara)	NP_001146772	-	-	-	-	-	hypothetical protein LOC100280374 	AT5G11390	WIT1	WPP domain-interacting protein 1	-			
GRMZM2G474129	GRMZM2G474129	-	-	-	-	-	-	-				-			
GRMZM2G060054	AVA-P4(Ara)	-	-	-	-	-	-	-	AT1G75630	AVA-P4	vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4	-			
GRMZM2G117940	GRMZM2G117940	-	Chr1	113,743,016	113,743,825	GRMZM2G117940		-	AT1G74670		Gibberellin-regulated family protein	-			
GRMZM2G044498	GRMZM2G044498	-	-	-	-	-	-	-				-			
GRMZM2G056594	GRMZM2G056594	NP_001141613	-	-	-	-	-	hypothetical protein LOC100273731 	AT1G55630		Pentatricopeptide repeat (PPR) superfamily protein	-			
GRMZM2G120579	GRMZM2G120579	NP_001143395	-	-	-	-	-	hypothetical protein LOC100276033 	AT1G16880		uridylyltransferase-related	-			
GRMZM2G123886	ATMPK4,MPK4(Ara)	-	-	-	-	-	-	-	AT4G01370	ATMPK4,MPK4	MAP kinase 4	-	2.7.11.24	K04371	GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G112805	GRMZM2G112805	NP_001144245	-	-	-	-	-	hypothetical protein LOC100277113 	AT2G20760		Clathrin light chain protein	-			GO:GO:0030132,GO:GO:0030130,GO:GO:0016192,GO:GO:0006886,GO:GO:0005198
GRMZM2G049915	prcw1	NP_001105492	Chr10	36,785,988	36,787,819	prcw1	proline rich cell wall protein1	proline-rich protein 				-			
AC194112.3_FG001	AC194112.3_FG001	-	-	-	-	-	-	-	AT2G13610		ABC-2 type transporter family protein	-	3.6.3.44		GO:GO:0016020
GRMZM2G179120	GRMZM2G179120	NP_001145881	-	-	-	-	-	hypothetical protein LOC100279397 	AT2G46210		Fatty acid/sphingolipid desaturase	-	1.14.19.3	K13076	GO:GO:0006629
GRMZM2G162079	GRMZM2G162079	NP_001146317	-	-	-	-	-	hypothetical protein LOC100279893 	AT2G23093		Major facilitator superfamily protein	-			GO:GO:0016021,GO:GO:0015689,GO:GO:0015098
GRMZM2G470513	GRMZM2G470513	NP_001152705	-	-	-	-	-	LOC100286346 	AT4G24440		transcription initiation factor IIA gamma chain / TFIIA-gamma (TFIIA-S)	-		K03123	GO:GO:0006367,GO:GO:0005672
GRMZM2G365160	GRMZM2G365160	C4J284	-	-	-	-	-	Putative uncharacterized protein 	AT1G22410		Class-II DAHP synthetase family protein	-	2.5.1.54	K01626	GO:GO:0009073,GO:GO:0003849
GRMZM2G106213	agp1	NP_001105178	Chr2	174,023,583	174,034,507	agp1	ADP glucose pyrophosphorylase small subunit embryo 1	ADP-glucose pyrophosphorylase small subunit 	AT5G48300	ADG1,APS1	ADP glucose pyrophosphorylase  1	-	2.7.7.27	K00975	GO:GO:0016779,GO:GO:0009058
GRMZM2G056431	GRMZM2G056431	NP_001143577	-	-	-	-	-	hypothetical protein LOC100276276 	AT5G23760		Copper transport protein family	-			GO:GO:0046872,GO:GO:0030001
GRMZM2G099413	GRMZM2G099413	NP_001168499	-	-	-	-	-	hypothetical protein LOC100382278 				-			
GRMZM2G137541	bhlh151	NP_001169165	Chr2	189,054,253	189,057,549	bhlh151	bHLH-transcription factor 151	hypothetical protein LOC100383015 	AT1G68920		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH			GO:GO:0046983
GRMZM2G024657	gpm707	NP_001151244	Chr5	3,535,893	3,539,529	gpm707		LOC100284877 	AT3G62940		Cysteine proteinases superfamily protein	-	3.4.19.12	K18342	
GRMZM2G137724	GRMZM2G137724	NP_001132566	-	-	-	-	-	hypothetical protein LOC100194033 	AT4G04880		adenosine/AMP deaminase family protein	-	3.5.4.4	K01488	GO:GO:0019239
GRMZM2G013677	GRMZM2G013677	-	-	-	-	-	-	-	AT5G05360			-			
GRMZM5G867030	GRMZM5G867030	NP_001142339	-	-	-	-	-	hypothetical protein LOC100274509 	AT1G78750		F-box/RNI-like superfamily protein	-			GO:GO:0005515
GRMZM2G005052	GRMZM2G005052	-	-	-	-	-	-	-	AT3G49210		O-acyltransferase (WSD1-like) family protein	-			
GRMZM2G129783	OTP84(Ara)	-	-	-	-	-	-	-	AT3G57430	OTP84	Tetratricopeptide repeat (TPR)-like superfamily protein	-			
GRMZM2G099255	GRMZM2G099255	C4J2T7	-	-	-	-	-	Putative uncharacterized protein 	AT2G19160		Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-			GO:GO:0016020,GO:GO:0008375
GRMZM2G022244	ATSRL1(Ara)	-	-	-	-	-	-	-	AT5G37370	ATSRL1	PRP38 family protein	-			
GRMZM2G065423	ATROPGEF7,ROPGEF7(Ara)	NP_001145729	-	-	-	-	-	hypothetical protein LOC100279236 	AT5G02010	ATROPGEF7,ROPGEF7	RHO guanyl-nucleotide exchange factor 7	-			GO:GO:0005089
GRMZM5G856436	GRMZM5G856436	NP_001148915	-	-	-	-	-	protein yippee-like 	AT3G11230		Yippee family putative zinc-binding protein	-			
GRMZM2G044527	ATSYP131,SYP131(Ara)	NP_001152009	-	-	-	-	-	syntaxin 132 	AT3G03800	ATSYP131,SYP131	syntaxin of plants 131	-		K08486	GO:GO:0005515,GO:GO:0016020
GRMZM2G303118	AY106040	-	Chr2	14,837,139	14,848,360	AY106040		-	AT5G37030		P-loop containing nucleoside triphosphate hydrolases superfamily protein	-		K10706	
GRMZM2G106604	GRMZM2G106604	NP_001143072	-	-	-	-	-	hypothetical protein LOC100275544 	AT5G06560		Protein of unknown function, DUF593	-			
GRMZM2G369987	GRMZM2G369987	-	-	-	-	-	-	-	AT3G24200		FAD/NAD(P)-binding oxidoreductase family protein	-			GO:GO:0071949
GRMZM2G044469	AAO1,AO1,AOalpha,AT-AO1,ATAO,AtAO1(Ara)	-	-	-	-	-	-	-	AT5G20960	AAO1,AO1,AOalpha,AT-AO1,ATAO,AtAO1	aldehyde oxidase 1	-	1.2.3.1,1.2.3.7		GO:GO:0055114,GO:GO:0016491
GRMZM2G061766	GRMZM2G061766	-	-	-	-	-	-	-				-			GO:GO:0030598,GO:GO:0017148
GRMZM5G833332	GRMZM5G833332	-	-	-	-	-	-	-	AT5G39530		Protein of unknown function (DUF1997)	-			
GRMZM2G086403	platz15	NP_001144693	Chr10	135,709,748	135,712,426	platz15	PLATZ-transcription factor 15	hypothetical protein LOC100277728 	AT1G32700		PLATZ transcription factor family protein	-			
GRMZM2G068510	GRMZM2G068510	-	-	-	-	-	-	-	AT4G01240		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-			GO:GO:0008168,GO:GO:0008152
GRMZM2G137551	GRMZM2G137551	-	-	-	-	-	-	-				-			
GRMZM2G002825	ADF4,ATADF4(Ara)	NP_001146959	-	-	-	-	-	actin-depolymerizing factor 3 	AT5G59890	ADF4,ATADF4	actin depolymerizing factor 4	-		K05765	GO:GO:0005622,GO:GO:0003779,GO:GO:0030042,GO:GO:0015629
GRMZM2G343024	GRMZM2G343024	NP_001147736	-	-	-	-	-	pto kinase interactor 1 	AT1G48210		Protein kinase superfamily protein	-	2.7.11.1	K13436	GO:GO:0006468,GO:GO:0004672
GRMZM2G160151	ATCPSF73-II,CPSF73-II,EDA26(Ara)	-	-	-	-	-	-	-	AT2G01730	ATCPSF73-II,CPSF73-II,EDA26	cleavage and polyadenylation specificity factor 73 kDa subunit-II	-			
GRMZM2G467695	GRMZM2G467695	NP_001143244	-	-	-	-	-	hypothetical protein LOC100275769 				-			
GRMZM2G702932	GRMZM2G702932	-	-	-	-	-	-	-				-			
GRMZM2G095895	GRMZM2G095895	NM_001151969	-	-	-	-	-	hypothetical protein LOC100278819 (LOC100278819), mRNA				-			
GRMZM2G121715	CRCK2(Ara)	NP_001149420	-	-	-	-	-	LOC100283046 	AT4G00330	CRCK2	calmodulin-binding receptor-like cytoplasmic kinase 2	-	2.7.11.1		GO:GO:0006468,GO:GO:0005524,GO:GO:0004672
GRMZM2G334628	GRMZM2G334628	NP_001132627	-	-	-	-	-	hypothetical protein LOC100194102 	AT3G08590		Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent	-	5.4.2.12	K15633	GO:GO:0030145,GO:GO:0006007,GO:GO:0005737,GO:GO:0004619
GRMZM2G123119	ereb177	NP_001130815	Chr7	52,773,401	52,774,399	ereb177	AP2-EREBP-transcription factor 177	hypothetical protein LOC100191919 	AT3G23240	ATERF1,ERF1	ethylene response factor 1	ERF			GO:GO:0006355,GO:GO:0003700
GRMZM2G106531	crti2	NM_001154583	Chr2	227,035,811	227,040,800	crti2	carotene isomerase2	carotenoid isomerase 2 (CRTISO2), mRNA	AT1G06820	CCR2,CRTISO	carotenoid isomerase	-	5.2.1.13		GO:GO:0055114,GO:GO:0016491
GRMZM2G156638	YAK1(Ara)	NP_001159228	-	-	-	-	-	hypothetical protein LOC100304314 	AT5G35980	YAK1	yeast YAK1-related gene 1	-			
GRMZM2G140763	GRMZM2G140763	NP_001143005	-	-	-	-	-	hypothetical protein LOC100275468 				-			
GRMZM2G096831	GRMZM2G096831	NP_001149764	-	-	-	-	-	lipase 	AT1G10740		alpha/beta-Hydrolases superfamily protein	-	3.1.1.32,3.1.1.3		
GRMZM2G119261	mybr114	NP_001145692	Chr2	113,806,626	113,816,795	mybr114	MYB-related-transcription factor 114	hypothetical protein LOC100279196 	AT4G34430	ATSWI3D,CHB3	DNA-binding family protein	-		K11649	GO:GO:0008270,GO:GO:0005515
GRMZM2G105999	GRMZM2G105999	NM_001155527	-	-	-	-	-	ubiquitin-protein ligase/ zinc ion binding protein (LOC100282619), mRNA	AT3G07200		RING/U-box superfamily protein	-			GO:GO:0008270,GO:GO:0005515
GRMZM2G056870	umc1222	NP_001149918	Chr1	10,989,939	10,997,425	umc1222		proteasome subunit alpha type 5 	AT1G53850	ATPAE1,PAE1	20S proteasome alpha subunit E1	-	3.4.25.1	K02729	GO:GO:0019773,GO:GO:0006511,GO:GO:0004175,GO:GO:0051603,GO:GO:0005839,GO:GO:0004298
AC206332.3_FG005	GALT1(Ara)	-	-	-	-	-	-	-	AT1G26810	GALT1	galactosyltransferase1	-	2.4.1.206	K14413	GO:GO:0030246,GO:GO:0016020,GO:GO:0008378,GO:GO:0006486
GRMZM2G100286	APUM3,PUM3(Ara)	NP_001169459	-	-	-	-	-	hypothetical protein LOC100383330 	AT2G29140	APUM3,PUM3	pumilio 3	-			GO:GO:0003723
GRMZM2G177220	arr6	NP_001152300	Chr3	165,939,858	165,943,821	arr6	ARR-B-transcription factor 6	two-component response regulator ARR11 	AT1G67710	ARR11	response regulator 11	ARR-B		K14491	GO:GO:0000160
GRMZM2G086474	bhlh134	NP_001167769	Chr10	135,701,832	135,705,430	bhlh134	bHLH-transcription factor 134	hypothetical protein LOC100381462 	AT3G24140	FMA	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	bHLH			GO:GO:0046983
GRMZM2G366065	GRMZM2G366065	NP_001168646	-	-	-	-	-	hypothetical protein LOC100382433 	AT1G80530		Major facilitator superfamily protein	-			
GRMZM2G090105	GRMZM2G090105	NM_001157404	-	-	-	-	-	phosphatidylinositol N-acetylglucosaminyltransferase subunit P (LOC100284509), mRNA	AT2G39445		Phosphatidylinositol N-acetylglucosaminyltransferase, GPI19/PIG-P subunit	-	2.4.1.198	K03861	
GRMZM2G024437	TIP1(Ara)	-	-	-	-	-	-	-	AT5G20350	TIP1	Ankyrin repeat family protein with DHHC zinc finger domain	-	2.3.1.225	K18932	GO:GO:0008270
GRMZM2G156937	PTAC13(Ara)	NP_001151355	-	-	-	-	-	transcription termination factor nusG family protein 	AT3G09210	PTAC13	plastid transcriptionally active 13	-			GO:GO:0006355
GRMZM2G150213	GRMZM2G150213	NP_001152457	-	-	-	-	-	Ca2+/calmodulin-dependent protein kinase phosphatase 	AT1G47380		Protein phosphatase 2C family protein	-	3.1.3.16		GO:GO:0003824,GO:GO:0006470,GO:GO:0004722
GRMZM2G137174	PLA IIA,PLA2A,PLP2(Ara)	NP_001141843	-	-	-	-	-	hypothetical protein LOC100273985 	AT2G26560	PLA IIA,PLA2A,PLP2	phospholipase A 2A	-	3.1.1.26		GO:GO:0006629

